{-11.2353, 0.157762, -3.896148}
{-11.010836, 0.157762, -7.162169}
{-10.983871, -1.515959, -4.727954}
{-10.983871, 1.831483, -4.727954}
{-10.928626, 0.157762, -5.535075}
{-10.876592, -1.482984, -2.685274}
{-10.876592, 1.798507, -2.685274}
{-10.871639, -1.515959, -6.360965}
{-10.871639, 1.831483, -6.360965}
{-10.732441, -3.18968, -5.559761}
{-10.732441, 3.505203, -5.559761}
{-10.695869, 0.157762, -1.246536}
{-10.538163, -1.413455, -7.972655}
{-10.538163, 1.728979, -7.972655}
{-10.537548, 0.157762, 1.657598}
{-10.527716, -1.482984, 0.091599}
{-10.527716, 1.798507, 0.091599}
{-10.517885, -3.123729, -1.4744}
{-10.517885, 3.439253, -1.4744}
{-10.390368, -3.174697, -3.648306}
{-10.390368, 3.490221, -3.648306}
{-10.244421, 0.157762, -8.752102}
{-10.181317, 3.424057, -7.154481}
{-10.181317, -3.108533, -7.154481}
{-10.065489, -2.984673, -8.783142}
{-10.065489, 3.300196, -8.783142}
{-9.950521, -1.305566, 3.434284}
{-9.950521, 1.62109, 3.434284}
{-9.934337, -1.413455, -9.57432}
{-9.934337, 1.728979, -9.57432}
{-9.923307, -4.82628, -4.727954}
{-9.923307, 5.141804, -4.727954}
{-9.83197, -4.761061, -6.360965}
{-9.83197, 5.076585, -6.360965}
{-9.816028, -4.793305, -2.685274}
{-9.816028, 5.108829, -2.685274}
{-9.803186, 0.157762, -10.365498}
{-9.731032, 3.282146, 1.785767}
{-9.731032, -2.966623, 1.785767}
{-9.532105, 4.906094, 0.091599}
{-9.532105, -4.590571, 0.091599}
{-9.520831, 0.157762, 5.223301}
{-9.498494, -4.658558, -7.972655}
{-9.498494, 4.974081, -7.972655}
{-9.363493, -2.768894, 5.210969}
{-9.363493, 3.084418, 5.210969}
{-9.114172, -6.462881, -3.896148}
{-9.114172, 6.778404, -3.896148}
{-9.110102, 1.475627, -11.106254}
{-9.110102, -1.160103, -11.106254}
{-9.088294, 1.62109, 7.024327}
{-9.088294, -1.305566, 7.024327}
{-9.069431, 3.072678, -10.309468}
{-9.069431, -2.757155, -10.309468}
{-9.007086, -4.30767, -9.57432}
{-9.007086, 4.623194, -9.57432}
{-8.954909, 4.728677, 3.434284}
{-8.954909, -4.413153, 3.434284}
{-8.931498, -6.332443, -7.162169}
{-8.931498, 6.647967, -7.162169}
{-8.813095, 0.157762, 8.837685}
{-8.806486, 6.597546, -5.534061}
{-8.806486, -6.282022, -5.534061}
{-8.618164, 6.462434, -1.248641}
{-8.618164, -6.14691, -1.248641}
{-8.581818, 0.157762, -11.775907}
{-8.546325, 6.372935, 1.657598}
{-8.546325, -6.057412, 1.657598}
{-8.417019, -2.477968, -11.847009}
{-8.417019, 2.793492, -11.847009}
{-8.254583, 6.201079, -8.747255}
{-8.254583, -5.885555, -8.747255}
{-8.253209, 4.22763, 7.024327}
{-8.253209, -3.912106, 7.024327}
{-8.182851, -4.054318, -11.106254}
{-8.182851, 4.369842, -11.106254}
{-8.147609, 2.78164, 8.738222}
{-8.147609, -2.466117, 8.738222}
{-8.031724, -0.980799, 10.521163}
{-8.031724, 1.296322, 10.521163}
{-8.004715, -1.160103, -12.507403}
{-8.004715, 1.475627, -12.507403}
{-7.948683, -5.630668, -10.365498}
{-7.948683, 5.946192, -10.365498}
{-7.788487, -7.788566, -4.727954}
{-7.788487, 8.104089, -4.727954}
{-7.723268, -7.697229, -2.685274}
{-7.723268, 8.012752, -2.685274}
{-7.69715, -7.723347, -6.360965}
{-7.69715, 8.03887, -6.360965}
{-7.668453, 5.780154, 5.220085}
{-7.668453, -5.464631, 5.220085}
{-7.592411, 0.157762, -13.167796}
{-7.494417, -7.439424, -7.972655}
{-7.494417, 7.754948, -7.972655}
{-7.439345, 7.810018, 0.091599}
{-7.439345, -7.494494, 0.091599}
{-7.396045, 0.157762, 12.02554}
{-7.28326, 3.727492, -12.507403}
{-7.28326, -3.411969, -12.507403}
{-7.250352, -2.119359, 12.204642}
{-7.250352, 2.434883, 12.204642}
{-7.196638, 3.902863, 10.521163}
{-7.196638, -3.587339, 10.521163}
